age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
46,Male,Single,High School,86500.0,Self-employed,14.9,Startup,Family,0.0,3,1,6950.0,0.0,5230.0,11520.0,8350.0,Yes,20400.0,619.0,135800.0,142700.0,Home Appliances EMI,184100.0,18,22340.0,High_Risk
38,Male,Married,Post Graduate,43700.0,Self-employed,6.7,Government,Family,0.0,2,1,4920.0,0.0,1440.0,5940.0,3490.0,No,0.0,664.0,226600.0,113900.0,Home Appliances EMI,51000.0,35,14720.0,Eligible
60,Female,Single,Post Graduate,105500.0,Government,27.2,Government,Family,0.0,6,4,7160.0,120.0,5830.0,18860.0,8590.0,No,0.0,517.0,346200.0,283600.0,Home Appliances EMI,126900.0,10,34190.0,Not_Eligible
45,Female,Married,Post Graduate,47600.0,Private,5.1,Startup,Rented,12800.0,3,2,3590.0,12490.0,2030.0,9720.0,4010.0,No,0.0,543.0,284300.0,98900.0,Education EMI,164800.0,6,1310.0,Not_Eligible
41,Male,Married,Graduate,53000.0,Self-employed,12.7,Government,Own,0.0,4,3,1520.0,10060.0,3580.0,11910.0,1470.0,Yes,12800.0,500.0,60700.0,118500.0,Education EMI,79500.0,19,5970.0,Not_Eligible
39,Female,Married,Graduate,46600.0,Private,10.9,MNC,Rented,5300.0,7,5,6130.0,14090.0,1610.0,10900.0,4660.0,No,0.0,669.0,232500.0,32200.0,Home Appliances EMI,103200.0,21,2440.0,Not_Eligible
26,Female,Single,Post Graduate,60800.0,Private,1.6,MNC,Rented,14700.0,6,5,3030.0,1030.0,2150.0,13230.0,4600.0,No,0.0,666.0,332600.0,19400.0,Vehicle EMI,89700.0,58,10100.0,Eligible
59,Male,Single,Professional,46600.0,Private,22.9,Government,Rented,7700.0,5,4,5550.0,5660.0,2950.0,11110.0,4180.0,No,0.0,476.0,52400.0,96700.0,Personal Loan EMI,82400.0,59,4960.0,Not_Eligible
54,Female,Single,Post Graduate,53600.0,Private,15.6,MNC,Family,0.0,4,3,4270.0,2930.0,3230.0,12090.0,3180.0,Yes,4000.0,659.0,52300.0,137200.0,Home Appliances EMI,36800.0,13,14340.0,Eligible
50,Male,Single,High School,44800.0,Self-employed,14.9,Government,Own,0.0,4,2,7020.0,3950.0,2290.0,11260.0,4430.0,Yes,3800.0,603.0,54400.0,49100.0,Education EMI,344300.0,46,6990.0,High_Risk
32,Male,Single,Post Graduate,92400.0,Private,5.3,SME,Own,0.0,1,0,0.0,0.0,2630.0,10500.0,2530.0,Yes,6500.0,593.0,412000.0,201000.0,Home Appliances EMI,220300.0,25,29890.0,High_Risk
58,Female,Married,Graduate,35000.0,Government,10.1,Government,Family,0.0,7,5,5330.0,1030.0,980.0,9590.0,3000.0,No,0.0,630.0,84600.0,37600.0,Personal Loan EMI,678300.0,44,8210.0,Not_Eligible
31,Male,Single,Graduate,33000.0,Private,6.6,Government,Family,0.0,2,0,0.0,0.0,1020.0,7310.0,2180.0,Yes,2800.0,582.0,178100.0,12200.0,E-commerce Shopping EMI,120600.0,18,10760.0,High_Risk
33,Female,Married,Graduate,39500.0,Self-employed,3.4,MNC,Own,0.0,8,6,2260.0,6570.0,3120.0,11100.0,3270.0,No,0.0,598.0,223700.0,73000.0,E-commerce Shopping EMI,157500.0,14,6000.0,Not_Eligible
27,Female,Married,Professional,55300.0,Self-employed,4.0,SME,Rented,12400.0,4,3,5020.0,10620.0,3210.0,12870.0,3330.0,Yes,8400.0,613.0,147800.0,149800.0,E-commerce Shopping EMI,67400.0,5,500.0,Not_Eligible
35,Male,Married,Graduate,48900.0,Self-employed,8.0,SME,Rented,9500.0,8,6,740.0,7940.0,3130.0,11150.0,1060.0,Yes,4800.0,749.0,221900.0,103900.0,Home Appliances EMI,72700.0,28,6670.0,Eligible
36,Male,Married,Graduate,38400.0,Government,5.9,SME,Family,0.0,3,1,1920.0,0.0,1650.0,5890.0,3300.0,No,0.0,657.0,41200.0,44500.0,Education EMI,339700.0,31,13130.0,Eligible
53,Female,Married,Post Graduate,45200.0,Private,19.0,SME,Family,0.0,6,5,5140.0,11960.0,1220.0,8800.0,3400.0,Yes,7200.0,521.0,178100.0,51500.0,Vehicle EMI,250800.0,66,4270.0,Not_Eligible
36,Male,Married,High School,47400.0,Government,7.5,Startup,Own,0.0,5,3,3750.0,2040.0,3340.0,7970.0,1730.0,Yes,10400.0,648.0,82600.0,121500.0,Vehicle EMI,989500.0,32,10460.0,Not_Eligible
59,Female,Single,Post Graduate,52400.0,Private,13.3,Government,Family,0.0,2,0,0.0,0.0,3900.0,6090.0,1510.0,No,0.0,564.0,217500.0,1700.0,Education EMI,93600.0,30,20510.0,High_Risk
35,Male,Married,Graduate,59800.0,Government,6.1,MNC,Rented,12600.0,4,2,3270.0,1330.0,1200.0,9210.0,5140.0,No,0.0,633.0,180900.0,30300.0,Education EMI,141800.0,17,15740.0,High_Risk
43,Female,Married,High School,45100.0,Private,12.7,Startup,Own,0.0,5,4,7900.0,10000.0,1630.0,11720.0,2230.0,Yes,5500.0,559.0,194800.0,29800.0,Personal Loan EMI,406200.0,39,3950.0,Not_Eligible
46,Male,Single,Graduate,41200.0,Private,9.5,Startup,Own,0.0,7,5,5080.0,7660.0,880.0,12840.0,2240.0,Yes,8300.0,559.0,34300.0,15800.0,E-commerce Shopping EMI,75800.0,10,2060.0,Not_Eligible
54,Male,Married,Graduate,28600.0,Self-employed,17.3,MNC,Own,0.0,7,6,1130.0,13200.0,1460.0,8460.0,1410.0,No,0.0,582.0,67400.0,81200.0,Education EMI,102000.0,7,1870.0,Not_Eligible
52,Female,Married,Graduate,68000.0,Self-employed,22.7,Startup,Rented,19500.0,2,1,7860.0,0.0,4790.0,10070.0,5350.0,No,0.0,634.0,406200.0,120600.0,Education EMI,171200.0,47,12820.0,High_Risk
56,Male,Married,Post Graduate,53900.0,Private,28.1,Startup,Own,0.0,2,0,0.0,0.0,2310.0,10880.0,1400.0,Yes,3100.0,723.0,256500.0,58300.0,Education EMI,329500.0,29,20660.0,Eligible
58,Male,Single,Graduate,82700.0,Private,29.5,MNC,Rented,15300.0,7,6,5870.0,2850.0,6250.0,17070.0,3850.0,Yes,10300.0,517.0,459600.0,53800.0,E-commerce Shopping EMI,96800.0,17,11830.0,Not_Eligible
29,Female,Single,Graduate,36500.0,Private,2.1,SME,Family,0.0,1,0,0.0,0.0,1800.0,4850.0,3010.0,No,0.0,850.0,131100.0,34200.0,Home Appliances EMI,105600.0,31,14990.0,Eligible
28,Female,Married,Professional,40900.0,Private,2.6,Startup,Rented,4700.0,7,5,1290.0,8580.0,2630.0,11910.0,1720.0,Yes,7000.0,635.0,234800.0,15100.0,Vehicle EMI,1242800.0,34,1550.0,Not_Eligible
41,Male,Married,Graduate,59300.0,Government,10.7,Government,Rented,15900.0,5,4,6840.0,9210.0,4400.0,13520.0,2700.0,No,0.0,674.0,30100.0,166800.0,Personal Loan EMI,227500.0,30,3940.0,Not_Eligible
30,Female,Single,Professional,60200.0,Private,3.2,SME,Family,0.0,5,3,6330.0,11020.0,3060.0,14470.0,4370.0,No,0.0,793.0,308500.0,60100.0,Home Appliances EMI,55900.0,12,12630.0,Eligible
42,Male,Single,Professional,51000.0,Self-employed,15.3,SME,Own,0.0,5,3,5880.0,1370.0,2260.0,11180.0,4210.0,No,0.0,720.0,227600.0,79900.0,Vehicle EMI,1387600.0,28,18020.0,Not_Eligible
46,Male,Single,Post Graduate,57500.0,Government,15.9,Government,Rented,6500.0,7,5,1830.0,1480.0,1530.0,14370.0,5170.0,No,0.0,814.0,336900.0,114200.0,Home Appliances EMI,22100.0,29,20720.0,Eligible
34,Male,Single,Post Graduate,51900.0,Private,5.8,SME,Family,0.0,8,6,5330.0,11950.0,3990.0,11540.0,2380.0,No,0.0,567.0,258400.0,81800.0,Personal Loan EMI,99900.0,27,7340.0,High_Risk
28,Female,Single,High School,49100.0,Government,4.9,MNC,Rented,11000.0,8,6,2150.0,8150.0,2670.0,14480.0,1860.0,No,0.0,694.0,184800.0,132100.0,Vehicle EMI,481300.0,72,5070.0,Not_Eligible
59,Male,Married,Graduate,73700.0,Self-employed,16.5,MNC,Rented,21600.0,1,0,0.0,0.0,3720.0,9660.0,3570.0,No,0.0,694.0,335900.0,133600.0,E-commerce Shopping EMI,54900.0,11,22600.0,Eligible
38,Male,Married,Graduate,42400.0,Self-employed,6.8,Government,Rented,10400.0,7,6,6210.0,210.0,3050.0,10410.0,3290.0,Yes,8600.0,662.0,126800.0,43400.0,E-commerce Shopping EMI,95700.0,19,500.0,Not_Eligible
55,Male,Married,Graduate,53100.0,Self-employed,17.2,MNC,Rented,15900.0,2,0,0.0,0.0,4030.0,7050.0,2610.0,No,0.0,767.0,43800.0,10400.0,Home Appliances EMI,272300.0,36,13550.0,Eligible
47,Female,Single,High School,94900.0,Self-employed,9.7,Startup,Rented,14200.0,4,3,5250.0,3740.0,6350.0,19160.0,1960.0,No,0.0,612.0,240500.0,234000.0,Home Appliances EMI,260400.0,14,24320.0,High_Risk
48,Female,Married,High School,63900.0,Private,5.9,Startup,Rented,9100.0,6,4,6830.0,6680.0,3940.0,14640.0,1930.0,No,0.0,605.0,345200.0,49000.0,Education EMI,450000.0,25,10770.0,Not_Eligible
53,Male,Married,Graduate,61900.0,Government,20.5,Government,Rented,17900.0,3,1,4200.0,0.0,4590.0,13230.0,1440.0,No,0.0,783.0,182100.0,132400.0,Home Appliances EMI,175900.0,30,14380.0,Eligible
34,Male,Married,Post Graduate,56200.0,Private,7.8,Startup,Family,0.0,6,4,6030.0,2000.0,4380.0,10110.0,3340.0,No,0.0,621.0,208000.0,59300.0,E-commerce Shopping EMI,166800.0,15,17320.0,High_Risk
32,Female,Married,Graduate,93100.0,Government,3.7,Startup,Rented,16700.0,4,2,3670.0,13400.0,7150.0,11980.0,5830.0,No,0.0,767.0,491500.0,217500.0,Vehicle EMI,735200.0,82,19390.0,Eligible
60,Female,Married,Graduate,45000.0,Private,23.4,SME,Rented,7000.0,1,0,0.0,0.0,3540.0,7160.0,1120.0,Yes,7200.0,772.0,139800.0,71400.0,Home Appliances EMI,183800.0,24,12630.0,Eligible
49,Female,Married,Graduate,54600.0,Private,7.0,MNC,Rented,14600.0,7,6,190.0,11270.0,2870.0,11960.0,4110.0,Yes,10800.0,703.0,94400.0,37800.0,Home Appliances EMI,261300.0,34,500.0,Not_Eligible
35,Female,Married,High School,53000.0,Private,7.6,MNC,Rented,12100.0,8,6,4080.0,7500.0,1300.0,13420.0,1370.0,No,0.0,667.0,229300.0,10800.0,Education EMI,110400.0,6,7350.0,Not_Eligible
48,Female,Single,Post Graduate,38300.0,Government,22.8,MNC,Rented,6100.0,3,1,3510.0,0.0,1720.0,6700.0,3020.0,No,0.0,642.0,125200.0,39000.0,E-commerce Shopping EMI,13500.0,9,11130.0,High_Risk
39,Male,Single,Post Graduate,47500.0,Private,14.5,Government,Family,0.0,5,3,7070.0,7880.0,2340.0,8510.0,1320.0,No,0.0,610.0,242900.0,120700.0,Home Appliances EMI,237000.0,20,12320.0,High_Risk
55,Male,Single,Graduate,155800.0,Self-employed,23.3,MNC,Own,0.0,6,4,7770.0,9570.0,5430.0,19490.0,5520.0,Yes,18100.0,671.0,586300.0,271700.0,E-commerce Shopping EMI,157500.0,8,50000.0,Eligible
43,Male,Married,Graduate,54100.0,Self-employed,5.0,SME,Family,0.0,3,2,5620.0,10420.0,1450.0,8630.0,3620.0,Yes,6900.0,738.0,296900.0,134200.0,Personal Loan EMI,522400.0,49,10830.0,High_Risk
36,Male,Single,Post Graduate,59600.0,Self-employed,4.7,MNC,Family,0.0,7,6,7160.0,2990.0,3450.0,14830.0,4670.0,No,0.0,680.0,106600.0,29500.0,Personal Loan EMI,162000.0,46,14540.0,Eligible
49,Female,Married,Graduate,53100.0,Private,22.9,Startup,Rented,14700.0,4,3,1720.0,5920.0,2610.0,8050.0,2420.0,Yes,12700.0,651.0,284300.0,110400.0,Vehicle EMI,1048500.0,67,3130.0,Not_Eligible
52,Female,Married,Graduate,32600.0,Government,18.4,Startup,Rented,5200.0,2,1,610.0,0.0,1430.0,5110.0,3170.0,Yes,3300.0,480.0,123800.0,50200.0,E-commerce Shopping EMI,98800.0,9,6840.0,Not_Eligible
38,Female,Married,Graduate,45400.0,Private,7.0,MNC,Own,0.0,3,2,5630.0,9050.0,960.0,10380.0,2190.0,Yes,10900.0,563.0,218100.0,63400.0,Home Appliances EMI,29700.0,32,3210.0,High_Risk
52,Female,Married,Graduate,57800.0,Self-employed,23.7,MNC,Rented,7500.0,6,4,7940.0,11680.0,4330.0,14320.0,4180.0,Yes,6700.0,587.0,296300.0,91200.0,Vehicle EMI,913000.0,55,640.0,Not_Eligible
33,Male,Married,Graduate,42400.0,Government,3.5,MNC,Rented,6800.0,7,5,5210.0,5610.0,1970.0,9310.0,3990.0,Yes,9200.0,712.0,75100.0,2400.0,Education EMI,417700.0,35,500.0,Not_Eligible
33,Female,Married,Graduate,57400.0,Private,7.2,SME,Rented,14800.0,6,5,3380.0,10700.0,2730.0,11480.0,4870.0,Yes,8200.0,712.0,253700.0,84300.0,E-commerce Shopping EMI,20600.0,7,720.0,Not_Eligible
54,Male,Married,Post Graduate,39700.0,Private,17.0,Startup,Family,0.0,2,0,0.0,0.0,2600.0,8530.0,2460.0,No,0.0,779.0,212700.0,89600.0,Home Appliances EMI,254800.0,19,19490.0,Eligible
47,Male,Married,Graduate,62000.0,Private,17.9,SME,Family,0.0,2,0,0.0,0.0,1540.0,10430.0,6010.0,Yes,14200.0,659.0,158500.0,60000.0,Personal Loan EMI,237000.0,38,20190.0,Eligible
26,Female,Married,Post Graduate,80500.0,Government,3.3,Startup,Family,0.0,8,6,4590.0,10.0,5880.0,15860.0,3390.0,Yes,16900.0,710.0,106700.0,103500.0,Education EMI,139200.0,19,17920.0,Eligible
49,Male,Married,Graduate,51100.0,Private,18.3,Government,Family,0.0,6,4,6470.0,4340.0,2240.0,12010.0,3830.0,No,0.0,735.0,63900.0,50900.0,Education EMI,370500.0,13,16520.0,Not_Eligible
36,Female,Single,Graduate,38200.0,Private,11.5,SME,Own,0.0,4,3,250.0,6500.0,1980.0,8290.0,1600.0,No,0.0,692.0,172200.0,1900.0,Personal Loan EMI,686600.0,36,11880.0,Not_Eligible
34,Female,Married,Post Graduate,50300.0,Private,4.0,Government,Rented,8600.0,1,0,0.0,0.0,3360.0,8530.0,2020.0,Yes,5400.0,824.0,59700.0,28200.0,Vehicle EMI,1405300.0,59,13630.0,Not_Eligible
40,Female,Single,Post Graduate,43400.0,Private,13.4,Government,Family,0.0,8,6,4530.0,9730.0,2270.0,11770.0,2280.0,No,0.0,676.0,106300.0,92000.0,Vehicle EMI,343600.0,69,7560.0,Eligible
41,Male,Married,Graduate,32900.0,Self-employed,7.5,SME,Own,0.0,2,1,580.0,0.0,1630.0,7400.0,3230.0,Yes,6200.0,660.0,119700.0,9700.0,E-commerce Shopping EMI,20300.0,11,6640.0,Eligible
57,Female,Single,Post Graduate,105700.0,Private,8.4,Startup,Family,0.0,6,5,7450.0,3580.0,6310.0,23250.0,8460.0,No,0.0,633.0,400100.0,302700.0,Vehicle EMI,94700.0,16,32940.0,High_Risk
40,Female,Single,Graduate,36400.0,Private,5.2,MNC,Own,0.0,3,1,6660.0,0.0,1200.0,7550.0,950.0,No,0.0,620.0,60800.0,53400.0,E-commerce Shopping EMI,14700.0,3,9380.0,High_Risk
35,Male,Married,Graduate,90800.0,Private,10.5,Startup,Own,0.0,2,1,3730.0,0.0,6550.0,17380.0,3940.0,No,0.0,663.0,227900.0,168300.0,Education EMI,412000.0,32,36320.0,Eligible
52,Male,Single,Graduate,70500.0,Private,9.6,Government,Rented,20200.0,5,3,840.0,12870.0,2520.0,13240.0,5540.0,No,0.0,625.0,215100.0,164400.0,Vehicle EMI,193600.0,67,8850.0,High_Risk
44,Female,Married,Post Graduate,97100.0,Self-employed,6.0,Government,Own,0.0,2,1,3370.0,0.0,5210.0,18700.0,2550.0,No,0.0,850.0,449000.0,181900.0,Education EMI,428300.0,45,50000.0,Eligible
25,Female,Single,Graduate,44400.0,Self-employed,1.6,Startup,Rented,9300.0,5,3,3960.0,11400.0,2960.0,9760.0,3650.0,Yes,5700.0,682.0,222500.0,109200.0,E-commerce Shopping EMI,51800.0,14,500.0,Not_Eligible
47,Male,Single,Professional,47800.0,Self-employed,19.4,MNC,Own,0.0,8,6,1130.0,8330.0,2390.0,13260.0,2090.0,No,0.0,609.0,178400.0,30600.0,Vehicle EMI,1418200.0,23,12500.0,Not_Eligible
43,Male,Married,Professional,48500.0,Private,16.0,Government,Family,0.0,2,0,0.0,0.0,1140.0,8540.0,3030.0,No,0.0,706.0,100200.0,118300.0,Vehicle EMI,1455000.0,62,24610.0,High_Risk
45,Female,Married,Graduate,57800.0,Self-employed,9.0,Startup,Rented,16200.0,2,0,0.0,0.0,3080.0,9410.0,1370.0,No,0.0,525.0,130900.0,91600.0,Education EMI,367100.0,47,13850.0,Not_Eligible
31,Male,Single,Graduate,44400.0,Private,6.5,Startup,Rented,11900.0,6,4,3070.0,12580.0,2000.0,12570.0,1390.0,No,0.0,691.0,151200.0,60000.0,E-commerce Shopping EMI,156800.0,21,580.0,Not_Eligible
42,Male,Married,Graduate,43000.0,Self-employed,14.7,Government,Rented,6300.0,5,4,5160.0,8790.0,2080.0,8060.0,1690.0,No,0.0,541.0,251300.0,118000.0,Personal Loan EMI,275600.0,21,5930.0,Not_Eligible
48,Male,Married,High School,71700.0,Government,17.3,Startup,Rented,12400.0,8,6,5800.0,2820.0,4450.0,19100.0,4210.0,Yes,13700.0,610.0,315700.0,163100.0,Education EMI,325300.0,6,5120.0,Not_Eligible
49,Male,Married,Post Graduate,62800.0,Private,15.6,MNC,Own,0.0,1,0,0.0,0.0,2240.0,9490.0,4070.0,No,0.0,750.0,98600.0,174000.0,Education EMI,426100.0,15,31210.0,High_Risk
49,Female,Married,High School,102100.0,Private,9.0,Government,Own,0.0,5,3,7440.0,10390.0,8010.0,19880.0,6680.0,No,0.0,647.0,492400.0,112300.0,Home Appliances EMI,29000.0,12,27340.0,High_Risk
60,Female,Married,Graduate,44200.0,Private,31.3,MNC,Rented,7800.0,2,0,0.0,0.0,2470.0,6890.0,2900.0,Yes,5700.0,648.0,236900.0,10400.0,Vehicle EMI,119400.0,42,8400.0,High_Risk
43,Female,Single,Graduate,40500.0,Government,12.5,SME,Rented,5700.0,3,2,1790.0,7770.0,1000.0,8720.0,2300.0,No,0.0,795.0,46000.0,87800.0,Personal Loan EMI,522500.0,28,7790.0,Not_Eligible
40,Male,Single,High School,33600.0,Government,15.7,Startup,Rented,6700.0,1,0,0.0,0.0,1580.0,4550.0,1510.0,No,0.0,664.0,91100.0,66700.0,Vehicle EMI,1059600.0,33,11700.0,Not_Eligible
44,Female,Single,Post Graduate,57500.0,Private,6.4,MNC,Rented,10900.0,3,1,4200.0,0.0,2070.0,12360.0,3600.0,No,0.0,784.0,175500.0,32900.0,Home Appliances EMI,106300.0,14,16560.0,Eligible
36,Male,Single,Graduate,72900.0,Private,4.5,MNC,Family,0.0,8,6,1460.0,12730.0,2250.0,19470.0,2810.0,Yes,16600.0,622.0,225600.0,91900.0,E-commerce Shopping EMI,64600.0,12,8090.0,High_Risk
36,Female,Married,Graduate,70200.0,Government,8.6,SME,Own,0.0,4,3,4390.0,10520.0,1800.0,14530.0,2570.0,No,0.0,502.0,56000.0,124900.0,Vehicle EMI,1066500.0,40,18450.0,Not_Eligible
49,Female,Single,Professional,118800.0,Private,20.3,MNC,Own,0.0,8,6,3950.0,14750.0,4090.0,21690.0,3530.0,No,0.0,767.0,303300.0,20400.0,Home Appliances EMI,186500.0,30,50000.0,Eligible
36,Male,Married,Graduate,74900.0,Private,6.6,MNC,Rented,8800.0,2,1,2070.0,0.0,2840.0,14330.0,4840.0,No,0.0,484.0,172100.0,39800.0,E-commerce Shopping EMI,26500.0,5,16760.0,Not_Eligible
51,Male,Married,Post Graduate,53300.0,Private,14.0,MNC,Own,0.0,4,3,3570.0,2570.0,2200.0,8050.0,2140.0,No,0.0,602.0,237500.0,135300.0,Home Appliances EMI,118600.0,26,18400.0,High_Risk
51,Female,Married,High School,55100.0,Government,7.8,SME,Rented,6400.0,1,0,0.0,0.0,4310.0,6830.0,3020.0,No,0.0,701.0,266400.0,88600.0,Home Appliances EMI,29500.0,33,19650.0,Eligible
59,Male,Married,Professional,101600.0,Government,15.4,SME,Own,0.0,8,6,2550.0,13130.0,2730.0,21860.0,5360.0,No,0.0,655.0,315700.0,249700.0,Home Appliances EMI,44200.0,8,32820.0,Eligible
29,Male,Married,Graduate,40800.0,Private,3.3,MNC,Rented,5600.0,4,2,6010.0,7610.0,2690.0,6980.0,2420.0,No,0.0,800.0,177000.0,22500.0,Personal Loan EMI,56400.0,33,6480.0,Eligible
38,Male,Single,Graduate,38600.0,Self-employed,3.9,Government,Family,0.0,6,4,2410.0,9230.0,2030.0,9570.0,1260.0,Yes,6700.0,662.0,130300.0,114500.0,Home Appliances EMI,46700.0,7,4010.0,Not_Eligible
52,Male,Married,Post Graduate,65000.0,Government,6.6,MNC,Own,0.0,6,5,910.0,6980.0,3180.0,15700.0,6440.0,Yes,14300.0,815.0,89400.0,133200.0,Home Appliances EMI,110500.0,21,12000.0,Eligible
40,Female,Single,Graduate,49600.0,Self-employed,7.3,Government,Family,0.0,1,0,0.0,0.0,3960.0,8080.0,3560.0,Yes,11800.0,583.0,204100.0,145600.0,E-commerce Shopping EMI,182500.0,19,11060.0,High_Risk
48,Male,Married,Professional,77100.0,Private,20.1,SME,Family,0.0,6,4,6280.0,12630.0,1820.0,16000.0,4170.0,Yes,8700.0,597.0,133300.0,91800.0,E-commerce Shopping EMI,135900.0,6,16040.0,Not_Eligible
51,Male,Married,Post Graduate,44400.0,Private,14.9,Startup,Rented,8000.0,4,3,2180.0,5170.0,970.0,10570.0,1690.0,No,0.0,616.0,131500.0,59500.0,Vehicle EMI,875600.0,20,9780.0,Not_Eligible
56,Female,Married,Graduate,57100.0,Private,24.6,Government,Own,0.0,7,6,3720.0,5320.0,1260.0,14550.0,4240.0,Yes,8600.0,515.0,275300.0,166300.0,Vehicle EMI,1025600.0,34,9840.0,Not_Eligible
33,Male,Single,Post Graduate,48700.0,Private,8.0,SME,Family,0.0,7,5,5170.0,4230.0,2720.0,10700.0,2850.0,No,0.0,563.0,238600.0,78300.0,Vehicle EMI,1414000.0,70,11670.0,Not_Eligible
34,Female,Single,High School,41600.0,Private,10.5,Government,Family,0.0,4,2,3500.0,7590.0,1130.0,8440.0,1480.0,No,0.0,695.0,188400.0,13000.0,E-commerce Shopping EMI,133800.0,12,10340.0,High_Risk
41,Female,Married,Professional,62300.0,Government,6.3,SME,Own,0.0,6,5,5800.0,7940.0,3950.0,13950.0,1530.0,No,0.0,666.0,348200.0,186000.0,Home Appliances EMI,139500.0,25,17490.0,Eligible
43,Male,Single,Professional,35100.0,Self-employed,6.3,Startup,Own,0.0,4,3,5590.0,7940.0,2210.0,8090.0,1970.0,No,0.0,754.0,91700.0,102600.0,Vehicle EMI,1382600.0,53,5770.0,Not_Eligible
57,Female,Married,Professional,54500.0,Private,15.8,Startup,Family,0.0,7,6,4440.0,4210.0,4300.0,12790.0,1650.0,No,0.0,679.0,235000.0,51300.0,Education EMI,68800.0,10,18440.0,Eligible
26,Female,Married,Post Graduate,46600.0,Private,1.9,Government,Rented,9400.0,7,6,4650.0,710.0,3140.0,10770.0,1890.0,No,0.0,691.0,199900.0,66200.0,Home Appliances EMI,263000.0,25,8540.0,Not_Eligible
33,Female,Married,Graduate,53800.0,Self-employed,9.4,MNC,Rented,13100.0,7,5,2790.0,12310.0,1280.0,14430.0,4930.0,Yes,3300.0,672.0,132000.0,81700.0,Education EMI,431900.0,44,950.0,Not_Eligible
57,Female,Single,Graduate,41000.0,Private,10.5,MNC,Own,0.0,1,0,0.0,0.0,1180.0,6490.0,2580.0,Yes,6400.0,477.0,218000.0,83400.0,E-commerce Shopping EMI,168200.0,21,10500.0,Not_Eligible
47,Female,Single,Graduate,54500.0,Self-employed,6.8,Government,Own,0.0,1,0,0.0,0.0,1790.0,6340.0,3590.0,No,0.0,576.0,159400.0,58900.0,Personal Loan EMI,884000.0,59,22810.0,High_Risk
49,Female,Single,Graduate,37000.0,Private,12.9,Startup,Own,0.0,1,0,0.0,0.0,2700.0,6390.0,1860.0,No,0.0,594.0,98600.0,110900.0,Vehicle EMI,135800.0,23,15720.0,High_Risk
33,Female,Married,Post Graduate,50700.0,Private,4.0,MNC,Rented,5400.0,8,6,1220.0,7300.0,1910.0,11860.0,2350.0,No,0.0,711.0,111300.0,19200.0,Home Appliances EMI,250100.0,36,10830.0,Eligible
47,Female,Married,Graduate,28200.0,Private,16.6,Startup,Rented,5100.0,7,6,2720.0,11840.0,2210.0,8390.0,2410.0,No,0.0,595.0,35200.0,65500.0,E-commerce Shopping EMI,117500.0,8,500.0,Not_Eligible
38,Female,Single,Graduate,61900.0,Self-employed,3.5,SME,Family,0.0,2,0,0.0,0.0,2060.0,9170.0,4680.0,No,0.0,576.0,303200.0,105200.0,Personal Loan EMI,609200.0,44,22460.0,High_Risk
51,Male,Married,High School,30200.0,Self-employed,7.1,SME,Rented,5300.0,5,4,6230.0,10500.0,2320.0,6990.0,1930.0,No,0.0,672.0,90400.0,54500.0,Education EMI,445900.0,41,500.0,Not_Eligible
28,Male,Married,Graduate,41000.0,Self-employed,1.6,MNC,Rented,5300.0,2,1,7420.0,0.0,2640.0,8460.0,3170.0,No,0.0,599.0,83600.0,118300.0,Education EMI,449200.0,32,6920.0,Not_Eligible
35,Male,Married,Post Graduate,50200.0,Private,10.3,MNC,Family,0.0,3,1,400.0,0.0,1880.0,10030.0,4550.0,Yes,2700.0,512.0,161800.0,8300.0,Home Appliances EMI,205800.0,35,15800.0,Not_Eligible
48,Male,Married,Post Graduate,69200.0,Private,20.5,MNC,Own,0.0,2,1,3400.0,0.0,5360.0,12090.0,3340.0,No,0.0,699.0,37100.0,130100.0,E-commerce Shopping EMI,45600.0,24,33740.0,Eligible
46,Female,Married,Post Graduate,59100.0,Government,16.8,MNC,Family,0.0,4,3,4760.0,12040.0,3970.0,12960.0,5420.0,No,0.0,671.0,208700.0,104300.0,Personal Loan EMI,150700.0,51,12900.0,Eligible
55,Male,Single,Graduate,53800.0,Private,23.5,Startup,Own,0.0,6,4,920.0,4950.0,3900.0,11740.0,4440.0,No,0.0,654.0,236600.0,67200.0,Personal Loan EMI,616900.0,32,17170.0,High_Risk
53,Male,Single,High School,64800.0,Private,22.5,Startup,Rented,7700.0,1,0,0.0,0.0,3670.0,6050.0,1600.0,Yes,12100.0,671.0,343900.0,162200.0,Vehicle EMI,1144000.0,83,19130.0,Eligible
25,Male,Married,High School,33900.0,Government,0.9,SME,Own,0.0,8,6,4790.0,4780.0,1040.0,11130.0,820.0,Yes,6200.0,665.0,34500.0,100000.0,Personal Loan EMI,724100.0,36,2470.0,Not_Eligible
28,Female,Single,Graduate,51400.0,Private,1.7,MNC,Rented,5400.0,5,4,4890.0,13210.0,3680.0,13200.0,3510.0,No,0.0,572.0,199300.0,137800.0,Education EMI,378800.0,13,3300.0,Not_Eligible
37,Male,Single,Graduate,40300.0,Self-employed,11.5,MNC,Rented,6600.0,4,3,4610.0,13950.0,1140.0,7060.0,3870.0,No,0.0,797.0,82200.0,61000.0,E-commerce Shopping EMI,157500.0,7,2060.0,Not_Eligible
